City,MiLB Team(s),AAA,AA,A,State,City Population Estimate,Metropolitan Area,Metropolitan Population Estimate,Median Household Income (City),NFL Team(s),MLB Team(s),NBA Team(s),NHL Team(s),NFL Count,MLB Count,NBA Count,NHL Count,MLS Count,MLS team(s),total_Pro_league
Schaumburg,0,0.0,0.0,0.0,Illinois,75811.0,"Chicago-Naperville-Elgin, IL-IN-WI",9509934.0,82386.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Marcos,0,0.0,0.0,0.0,California,92934.0,"San Diego-Carlsbad, CA",3338330.0,90492.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Las Cruces,0,0.0,0.0,0.0,New Mexico,101644.0,"Las Cruces, NM",225210.0,51013.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Salinas,0,0.0,0.0,0.0,California,157386.0,"Salinas, CA",433168.0,63387.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Yuba City,0,0.0,0.0,0.0,California,66944.0,"Yuba City, CA",175639.0,60937.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
El Monte,0,0.0,0.0,0.0,California,116745.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,44566.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oshkosh,0,0.0,0.0,0.0,Wisconsin,66557.0,"Oshkosh-Neenah, WI",171907.0,56299.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Guaynabo,0,0.0,0.0,0.0,Puerto Rico,70492.0,"San Juan-Carolina-Caguas, PR",2448000.0,30000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fontana,0,0.0,0.0,0.0,California,207472.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,75000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Walnut Creek,0,0.0,0.0,0.0,California,68906.0,"San Francisco-Oakland-Berkeley, CA",4731803.0,100000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mount Vernon,0,0.0,0.0,0.0,New York,68621.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Phoenix,0,0.0,0.0,0.0,Arizona,1563001.0,"Phoenix-Mesa-Chandler, AZ",4948203.0,60000.0,"Arizona Cardinals (Glendale, AZ)",Arizona Diamondbacks,Phoenix Suns,"Arizona Coyotes (Glendale, AZ)",2.0,1.0,1.0,2.0,0.0,0,6.0
Loveland,0,0.0,0.0,0.0,Colorado,75188.0,"Fort Collins, CO",370771.0,81898.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Gary,0,0.0,0.0,0.0,Indiana,77354.0,"Chicago-Naperville-Elgin, IL-IN-WI",9509934.0,31936.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Laguna Niguel,0,0.0,0.0,0.0,California,65812.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,108537.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pueblo,0,0.0,0.0,0.0,Colorado,109419.0,"Pueblo, CO",168162.0,44252.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Miami Beach,0,0.0,0.0,0.0,Florida,92311.0,"Miami-Fort Lauderdale-Pompano Beach, FL",6166488.0,53685.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Austin,0,0.0,0.0,0.0,Texas,931840.0,"Austin-Round Rock-Georgetown, TX Metro Area",2283371.0,78000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pawtucket,0,0.0,0.0,0.0,Rhode Island,71583.0,"Providence-Warwick, RI-MA",1624578.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fort Worth,0,0.0,0.0,0.0,Texas,836969.0,"Dallas-Fort Worth-Arlington, TX",7637387.0,64567.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lancaster,0,0.0,0.0,0.0,California,161113.0,"Los Angeles-Long Beach-Anaheim, CA",12799100.0,50000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hayward,0,0.0,0.0,0.0,California,158300.0,"San Francisco-Oakland-Hayward, CA",4731803.0,91100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Federal Way,0,0.0,0.0,0.0,Washington,95188.0,"Seattle-Tacoma-Bellevue, WA",4018762.0,68313.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Caguas,0,0.0,0.0,0.0,Puerto Rico,77008.0,"San Juan-Carolina-Caguas, PR",2448292.0,20000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hialeah,0,0.0,0.0,0.0,Florida,237082.0,"Miami-Fort Lauderdale-Pompano Beach, FL",6166488.0,40036.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cheektowaga,0,0.0,0.0,0.0,New York,76075.0,"Buffalo-Cheektowaga, NY",1125637.0,52000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ogden,0,0.0,0.0,0.0,Utah,85450.0,"Ogden-Clearfield, UT",683864.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Plymouth,0,0.0,0.0,0.0,Minnesota,75928.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3690512.0,105000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Dale City,0,0.0,0.0,0.0,Virginia,71399.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6385162.0,80000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ann Arbor,0,0.0,0.0,0.0,Michigan,117070.0,"Ann Arbor, MI",367601.0,65000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bayamón,0,0.0,0.0,0.0,Puerto Rico,170259.0,"San Juan-Carolina-Caguas, PR",2448000.0,20000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lakeland,0,0.0,0.0,0.0,Florida,104410.0,"Lakeland-Winter Haven, FL",724777.0,50136.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Roanoke,0,0.0,0.0,0.0,Virginia,99897.0,"Roanoke, VA",315251.0,53871.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Kent,0,0.0,0.0,0.0,Washington,126962.0,"Seattle-Tacoma-Bellevue, WA",4018762.0,77709.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Highlands Ranch,0,0.0,0.0,0.0,Colorado,102467.0,"Denver-Aurora-Lakewood, CO",2963821.0,132836.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Miami Gardens,0,0.0,0.0,0.0,Florida,113199.0,"Miami-Fort Lauderdale-Pompano Beach, FL",6166488.0,45348.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Los Angeles,0,0.0,0.0,0.0,California,3971896.0,"Los Angeles-Long Beach-Anaheim, CA",12799100.0,70372.0,Los Angeles Rams,"Los Angeles Dodgers, Los Angeles Angels (Anaheim, CA)","Los Angeles Lakers, Los Angeles Clippers","Los Angeles Kings, Anaheim Ducks (Anaheim, CA)",1.0,3.0,2.0,3.0,1.0,Los Angeles FC,10.0
Duluth,0,0.0,0.0,0.0,Minnesota,86126.0,"Duluth, MN-WI",278799.0,55000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Downey,0,0.0,0.0,0.0,California,114211.0,"Los Angeles-Long Beach-Anaheim, CA Metro",13200998.0,68000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Irving,0,0.0,0.0,0.0,Texas,236617.0,"Dallas-Fort Worth-Arlington, TX",7637387.0,65999.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Waukesha,0,0.0,0.0,0.0,Wisconsin,71976.0,"Milwaukee-Waukesha, WI",1574731.0,68088.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Leandro,0,0.0,0.0,0.0,California,90711.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,85748.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Harlingen,0,0.0,0.0,0.0,Texas,65769.0,"Brownsville-Harlingen, TX Metro Area",421017.0,38000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tyler,0,0.0,0.0,0.0,Texas,103705.0,"Tyler, TX Metro Area",233479.0,54000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Perris,0,0.0,0.0,0.0,California,74959.0,"Riverside-San Bernardino-Ontario, CA Metro Area",4650631.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Chicago,0,0.0,0.0,0.0,Illinois,2664454.0,"Chicago-Naperville-Elgin, IL-IN-WI",9618502.0,74474.0,Chicago Bears,"Chicago Cubs, Chicago White Sox",Chicago Bulls,Chicago Blackhawks,1.0,2.0,1.0,1.0,0.0,0,5.0
